timestamp,sector,geo_area,total_units,total_people_on_shift,active_incidents,utilization_ratio,overload_flag
2025-11-19T17:10:47.110347+00:00,Police,AREA_040,152,1077,29,0.597,0
2025-11-14T21:21:47.110347+00:00,Ambulance,AREA_051,91,798,71,1.0,1
2025-11-24T20:12:47.110347+00:00,Narcotics Control,AREA_013,60,423,9,0.641,0
2025-11-18T12:27:47.110347+00:00,General Investigation,AREA_041,79,445,105,1.0,1
2025-11-20T17:46:47.110347+00:00,Police,AREA_003,178,54,8,1.0,1
2025-12-07T16:11:47.110347+00:00,Civil Defense,AREA_045,93,385,84,1.0,1
2025-11-23T06:49:47.110347+00:00,Ambulance,AREA_057,155,637,79,1.0,1
2025-11-26T05:54:47.110347+00:00,Narcotics Control,AREA_001,61,1096,105,0.931,1
2025-12-01T01:17:47.110347+00:00,Narcotics Control,AREA_034,177,630,113,1.0,1
2025-12-12T14:46:47.110347+00:00,General Investigation,AREA_051,43,1170,41,0.494,0
2025-11-16T01:12:47.110347+00:00,Civil Defense,AREA_020,89,383,37,1.0,1
2025-11-18T01:15:47.110347+00:00,Narcotics Control,AREA_032,70,434,36,1.0,1
2025-12-01T17:27:47.110347+00:00,Narcotics Control,AREA_042,138,916,117,1.0,1
2025-11-18T20:05:47.110347+00:00,Civil Defense,AREA_036,42,826,62,0.814,0
2025-11-21T05:25:47.110347+00:00,National Guard,AREA_027,143,293,112,1.0,1
2025-11-14T11:57:47.110347+00:00,National Guard,AREA_021,87,704,112,1.0,1
2025-12-04T18:35:47.110347+00:00,Police,AREA_037,10,411,48,1.0,1
2025-11-23T16:40:47.110347+00:00,Narcotics Control,AREA_033,20,398,12,0.335,0
2025-11-30T21:49:47.110347+00:00,Police,AREA_019,145,1177,75,0.927,1
2025-12-08T16:09:47.110347+00:00,Ambulance,AREA_000,84,679,81,1.0,1
2025-11-20T03:03:47.110347+00:00,Ambulance,AREA_015,85,363,57,1.0,1
2025-11-17T19:03:47.110347+00:00,National Guard,AREA_021,63,1091,95,1.0,1
2025-11-17T20:30:47.110347+00:00,Police,AREA_022,123,844,15,0.759,0
2025-12-07T02:16:47.110347+00:00,National Guard,AREA_057,23,427,32,0.929,1
2025-12-07T00:32:47.110347+00:00,National Guard,AREA_043,113,93,52,1.0,1
2025-11-21T15:37:47.110347+00:00,Narcotics Control,AREA_002,176,110,95,1.0,1
2025-11-13T14:26:47.110347+00:00,Police,AREA_037,91,1075,66,0.732,0
2025-12-08T14:04:47.110347+00:00,General Investigation,AREA_037,38,619,72,1.0,1
2025-12-09T03:42:47.110347+00:00,National Guard,AREA_048,50,1104,95,0.991,1
2025-11-19T19:27:47.110347+00:00,National Guard,AREA_029,160,1122,119,1.0,1
2025-11-19T18:22:47.110347+00:00,Police,AREA_022,37,403,76,1.0,1
2025-11-17T23:43:47.110347+00:00,Ambulance,AREA_040,63,816,108,1.0,1
2025-11-30T07:42:47.110347+00:00,Civil Defense,AREA_043,76,727,110,1.0,1
2025-12-05T17:00:47.110347+00:00,Police,AREA_025,91,385,109,1.0,1
2025-11-28T10:44:47.110347+00:00,Narcotics Control,AREA_036,90,314,68,1.0,1
2025-12-04T04:54:47.110347+00:00,Police,AREA_008,122,910,117,1.0,1
2025-11-24T09:09:47.110347+00:00,National Guard,AREA_045,30,629,34,0.639,0
2025-11-25T02:11:47.110347+00:00,Ambulance,AREA_015,172,1180,82,1.0,1
2025-11-30T23:16:47.110347+00:00,Ambulance,AREA_009,80,414,107,1.0,1
2025-11-20T20:46:47.110347+00:00,Ambulance,AREA_007,43,952,49,0.792,0
2025-11-13T13:45:47.110347+00:00,Ambulance,AREA_003,128,1191,33,0.475,0
2025-11-16T06:41:47.110347+00:00,Narcotics Control,AREA_043,46,1019,14,0.158,0
2025-12-02T22:32:47.110347+00:00,Narcotics Control,AREA_033,171,717,66,1.0,1
2025-11-23T00:28:47.110347+00:00,Ambulance,AREA_027,103,942,116,1.0,1
2025-12-10T14:57:47.110347+00:00,National Guard,AREA_050,49,576,76,1.0,1
2025-11-29T12:30:47.110347+00:00,National Guard,AREA_027,155,683,54,0.926,1
2025-11-16T19:12:47.110347+00:00,National Guard,AREA_015,82,257,115,1.0,1
2025-11-17T02:47:47.110347+00:00,Narcotics Control,AREA_030,15,1010,55,0.687,0
2025-12-03T23:02:47.110347+00:00,Civil Defense,AREA_026,78,508,5,0.587,0
2025-11-28T22:39:47.110347+00:00,Civil Defense,AREA_050,88,356,63,1.0,1
2025-11-13T12:00:47.110347+00:00,General Investigation,AREA_003,158,41,64,1.0,1
2025-11-15T15:05:47.110347+00:00,Narcotics Control,AREA_016,110,1007,61,0.872,1
2025-11-16T14:10:47.110347+00:00,Ambulance,AREA_055,144,714,25,0.431,0
2025-11-13T12:19:47.110347+00:00,Ambulance,AREA_017,112,743,33,0.501,0
2025-12-04T20:26:47.110347+00:00,National Guard,AREA_039,91,1180,71,1.0,1
2025-11-19T01:20:47.110347+00:00,General Investigation,AREA_049,158,548,7,0.191,0
2025-11-24T13:32:47.110347+00:00,Civil Defense,AREA_026,112,737,89,1.0,1
2025-11-29T11:16:47.110347+00:00,General Investigation,AREA_040,88,1112,20,0.668,0
2025-11-15T09:11:47.110347+00:00,Police,AREA_035,135,759,71,1.0,1
2025-12-08T18:07:47.110347+00:00,Narcotics Control,AREA_022,81,558,113,1.0,1
2025-12-13T04:42:47.110347+00:00,Ambulance,AREA_041,131,490,0,0.218,0
2025-12-10T16:21:47.110347+00:00,Ambulance,AREA_034,17,428,76,1.0,1
2025-11-26T10:16:47.110347+00:00,Ambulance,AREA_036,116,267,43,1.0,1
2025-12-05T07:13:47.110347+00:00,National Guard,AREA_021,163,1048,119,1.0,1
2025-11-19T08:39:47.110347+00:00,Ambulance,AREA_059,89,216,51,1.0,1
2025-11-20T03:15:47.110347+00:00,Ambulance,AREA_036,95,1104,118,1.0,1
2025-12-10T18:57:47.110347+00:00,Narcotics Control,AREA_001,56,181,20,1.0,1
2025-11-24T10:45:47.110347+00:00,General Investigation,AREA_013,42,587,20,0.655,0
2025-11-28T05:17:47.110347+00:00,General Investigation,AREA_011,56,1144,45,0.611,0
2025-11-28T19:54:47.110347+00:00,Ambulance,AREA_045,98,81,104,1.0,1
2025-11-28T02:19:47.110347+00:00,National Guard,AREA_003,102,1014,71,0.716,0
2025-11-21T00:48:47.110347+00:00,Police,AREA_014,34,741,75,1.0,1
2025-11-16T00:27:47.110347+00:00,Police,AREA_050,165,1167,85,0.932,1
2025-11-19T16:56:47.110347+00:00,Narcotics Control,AREA_042,152,52,30,1.0,1
2025-11-14T08:42:47.110347+00:00,Civil Defense,AREA_006,146,761,79,0.977,1
2025-11-27T00:08:47.110347+00:00,Ambulance,AREA_021,32,145,17,1.0,1
2025-12-10T18:09:47.110347+00:00,Civil Defense,AREA_046,69,876,92,0.902,1
2025-12-08T05:02:47.110347+00:00,Ambulance,AREA_000,128,775,103,1.0,1
2025-12-12T20:13:47.110347+00:00,Police,AREA_018,149,79,73,1.0,1
2025-11-23T04:27:47.110347+00:00,General Investigation,AREA_013,30,811,111,1.0,1
2025-11-29T12:27:47.110347+00:00,Police,AREA_046,86,889,74,1.0,1
2025-11-25T16:02:47.110347+00:00,General Investigation,AREA_059,134,1156,78,0.793,0
2025-11-28T10:58:47.110347+00:00,Narcotics Control,AREA_002,163,740,100,1.0,1
2025-11-26T19:06:47.110347+00:00,National Guard,AREA_045,172,393,88,1.0,1
2025-12-07T11:33:47.110347+00:00,Narcotics Control,AREA_016,61,329,5,0.289,0
2025-12-04T14:00:47.110347+00:00,General Investigation,AREA_020,75,625,86,1.0,1
2025-11-20T16:44:47.110347+00:00,National Guard,AREA_018,159,1173,3,0.352,0
2025-11-22T19:17:47.110347+00:00,National Guard,AREA_043,19,352,115,1.0,1
2025-12-06T07:01:47.110347+00:00,General Investigation,AREA_037,13,935,54,0.923,1
2025-11-21T10:31:47.110347+00:00,Police,AREA_026,100,991,64,0.983,1
2025-11-20T02:02:47.110347+00:00,Police,AREA_050,40,683,49,0.827,0
2025-12-12T04:01:47.110347+00:00,General Investigation,AREA_000,81,1156,65,0.717,0
2025-12-07T10:58:47.110347+00:00,Police,AREA_015,67,323,37,1.0,1
2025-11-27T09:16:47.110347+00:00,Ambulance,AREA_034,17,1103,13,0.31,0
2025-11-16T23:33:47.110347+00:00,National Guard,AREA_030,106,1002,60,0.866,1
2025-11-21T01:11:47.110347+00:00,General Investigation,AREA_001,17,875,97,1.0,1
2025-12-09T16:54:47.110347+00:00,General Investigation,AREA_044,109,435,59,1.0,1
2025-12-04T19:57:47.110347+00:00,Ambulance,AREA_041,80,94,42,1.0,1
2025-11-24T00:44:47.110347+00:00,Ambulance,AREA_028,10,435,100,1.0,1
2025-12-10T06:21:47.110347+00:00,Police,AREA_013,25,758,65,1.0,1
2025-11-29T06:13:47.110347+00:00,Police,AREA_000,56,860,111,1.0,1
2025-11-28T15:40:47.110347+00:00,Ambulance,AREA_021,174,171,79,1.0,1
2025-12-08T07:13:47.110347+00:00,General Investigation,AREA_006,105,930,8,0.316,0
2025-11-17T23:56:47.110347+00:00,General Investigation,AREA_030,159,926,105,1.0,1
2025-12-07T02:31:47.110347+00:00,Civil Defense,AREA_041,67,450,63,1.0,1
2025-12-02T02:29:47.110347+00:00,Ambulance,AREA_048,48,350,39,1.0,1
2025-11-24T19:56:47.110347+00:00,National Guard,AREA_035,36,1049,44,0.624,0
2025-12-04T16:23:47.110347+00:00,Civil Defense,AREA_030,29,517,82,1.0,1
2025-11-24T12:34:47.110347+00:00,Ambulance,AREA_004,174,101,2,0.357,0
2025-12-11T21:26:47.110347+00:00,General Investigation,AREA_045,21,84,93,1.0,1
2025-11-22T11:12:47.110347+00:00,Narcotics Control,AREA_004,90,914,34,0.763,0
2025-11-27T10:24:47.110347+00:00,Ambulance,AREA_043,94,836,14,0.424,0
2025-11-19T13:09:47.110347+00:00,General Investigation,AREA_014,26,145,49,1.0,1
2025-11-30T00:55:47.110347+00:00,National Guard,AREA_007,109,751,110,1.0,1
2025-11-16T17:18:47.110347+00:00,National Guard,AREA_023,130,959,79,0.934,1
2025-12-12T06:45:47.110347+00:00,National Guard,AREA_013,150,1089,67,0.897,1
2025-11-13T20:33:47.110347+00:00,Civil Defense,AREA_010,99,240,20,1.0,1
2025-11-28T23:06:47.110347+00:00,Civil Defense,AREA_022,34,888,68,1.0,1
2025-11-16T02:52:47.110347+00:00,General Investigation,AREA_011,120,90,74,1.0,1
2025-11-30T15:09:47.110347+00:00,Civil Defense,AREA_006,137,625,24,0.406,0
2025-11-15T04:00:47.110347+00:00,Civil Defense,AREA_048,104,326,68,1.0,1
2025-11-26T05:39:47.110347+00:00,Police,AREA_019,73,871,84,1.0,1
2025-11-26T01:29:47.110347+00:00,National Guard,AREA_051,119,365,33,0.883,1
2025-11-21T22:27:47.110347+00:00,National Guard,AREA_022,46,143,99,1.0,1
2025-11-30T04:25:47.110347+00:00,General Investigation,AREA_047,32,594,2,0.294,0
2025-12-06T13:02:47.110347+00:00,National Guard,AREA_036,20,493,58,1.0,1
2025-11-14T02:06:47.110347+00:00,Narcotics Control,AREA_019,169,845,94,1.0,1
2025-12-09T20:28:47.110347+00:00,General Investigation,AREA_032,130,1101,71,0.852,1
2025-12-07T02:23:47.110347+00:00,Ambulance,AREA_040,164,910,89,1.0,1
2025-11-28T23:56:47.110347+00:00,National Guard,AREA_026,133,258,28,1.0,1
2025-12-08T12:59:47.110347+00:00,General Investigation,AREA_029,79,947,10,0.259,0
2025-11-15T06:18:47.110347+00:00,Police,AREA_011,25,218,62,1.0,1
2025-11-24T01:44:47.110347+00:00,Civil Defense,AREA_055,64,863,118,1.0,1
2025-12-03T00:56:47.110347+00:00,National Guard,AREA_041,103,473,75,1.0,1
2025-11-13T12:12:47.110347+00:00,General Investigation,AREA_032,83,140,2,0.243,0
2025-11-27T09:00:47.110347+00:00,Civil Defense,AREA_019,29,1116,105,1.0,1
2025-11-23T16:11:47.110347+00:00,Civil Defense,AREA_024,29,371,87,1.0,1
2025-11-24T17:08:47.110347+00:00,National Guard,AREA_059,67,66,44,1.0,1
2025-11-17T14:21:47.110347+00:00,Civil Defense,AREA_050,64,567,90,1.0,1
2025-12-10T10:35:47.110347+00:00,General Investigation,AREA_056,179,350,90,1.0,1
2025-11-24T17:52:47.110347+00:00,General Investigation,AREA_059,136,891,34,0.79,0
2025-11-28T19:08:47.110347+00:00,National Guard,AREA_042,147,543,57,1.0,1
2025-11-28T13:00:47.110347+00:00,Civil Defense,AREA_017,132,484,9,0.411,0
2025-11-13T17:00:47.110347+00:00,Civil Defense,AREA_044,37,576,108,1.0,1
2025-12-11T18:51:47.110347+00:00,Narcotics Control,AREA_053,59,173,46,1.0,1
2025-11-25T17:24:47.110347+00:00,Police,AREA_029,127,636,28,0.777,0
2025-11-30T23:06:47.110347+00:00,Narcotics Control,AREA_043,62,147,62,1.0,1
2025-12-04T03:26:47.110347+00:00,General Investigation,AREA_013,56,452,101,1.0,1
2025-11-29T17:05:47.110347+00:00,Narcotics Control,AREA_007,135,878,5,0.385,0
2025-11-27T05:45:47.110347+00:00,Civil Defense,AREA_006,109,863,23,0.458,0
2025-12-12T23:26:47.110347+00:00,National Guard,AREA_017,13,537,90,1.0,1
2025-11-28T08:59:47.110347+00:00,General Investigation,AREA_059,166,775,116,1.0,1
2025-11-19T10:16:47.110347+00:00,General Investigation,AREA_024,37,292,82,1.0,1
2025-12-09T16:51:47.110347+00:00,Civil Defense,AREA_056,163,198,77,1.0,1
2025-11-30T13:13:47.110347+00:00,General Investigation,AREA_021,46,440,64,1.0,1
2025-12-03T15:50:47.110347+00:00,General Investigation,AREA_013,84,929,11,0.331,0
2025-11-20T09:23:47.110347+00:00,Narcotics Control,AREA_021,114,640,39,0.906,1
2025-12-03T22:00:47.110347+00:00,Narcotics Control,AREA_001,91,1125,62,0.87,1
2025-11-23T12:41:47.110347+00:00,Police,AREA_019,24,341,67,1.0,1
2025-12-13T02:43:47.110347+00:00,Narcotics Control,AREA_031,92,1088,98,1.0,1
2025-11-25T15:20:47.110347+00:00,General Investigation,AREA_042,130,478,24,0.609,0
2025-11-16T09:26:47.110347+00:00,Police,AREA_021,102,175,103,1.0,1
2025-12-04T13:15:47.110347+00:00,Civil Defense,AREA_003,145,1067,50,0.622,0
2025-12-07T08:17:47.110347+00:00,General Investigation,AREA_026,36,1064,11,0.364,0
2025-11-13T17:36:47.110347+00:00,National Guard,AREA_045,174,972,87,1.0,1
2025-12-10T14:07:47.110347+00:00,Civil Defense,AREA_053,30,653,13,0.322,0
2025-12-09T11:31:47.110347+00:00,Narcotics Control,AREA_010,90,511,70,1.0,1
2025-12-13T04:56:47.110347+00:00,Civil Defense,AREA_003,170,820,6,0.298,0
2025-11-24T17:37:47.110347+00:00,Ambulance,AREA_027,154,852,52,0.997,1
2025-11-17T04:30:47.110347+00:00,Narcotics Control,AREA_029,82,449,85,1.0,1
2025-12-05T20:11:47.110347+00:00,Narcotics Control,AREA_037,167,156,49,1.0,1
2025-11-19T16:40:47.110347+00:00,Police,AREA_045,72,748,66,0.883,1
2025-11-29T14:15:47.110347+00:00,General Investigation,AREA_022,143,316,60,1.0,1
2025-11-18T13:35:47.110347+00:00,Police,AREA_036,149,125,66,1.0,1
2025-12-02T10:38:47.110347+00:00,Police,AREA_000,53,45,105,1.0,1
2025-11-25T06:26:47.110347+00:00,Police,AREA_020,57,650,72,1.0,1
2025-11-21T10:00:47.110347+00:00,General Investigation,AREA_049,57,198,98,1.0,1
2025-11-16T08:02:47.110347+00:00,Police,AREA_019,158,610,10,0.528,0
2025-12-04T10:31:47.110347+00:00,Police,AREA_000,11,183,14,0.975,1
2025-11-23T09:27:47.110347+00:00,Police,AREA_030,84,275,111,1.0,1
2025-11-15T01:49:47.110347+00:00,Narcotics Control,AREA_001,158,454,113,1.0,1
2025-11-16T09:04:47.110347+00:00,General Investigation,AREA_019,48,323,6,0.345,0
2025-12-06T16:12:47.110347+00:00,Ambulance,AREA_058,83,316,20,0.92,1
2025-11-20T20:26:47.110347+00:00,Ambulance,AREA_029,80,713,56,1.0,1
2025-12-12T19:47:47.110347+00:00,Police,AREA_036,46,98,38,1.0,1
2025-12-07T19:35:47.110347+00:00,Civil Defense,AREA_023,21,434,24,0.744,0
2025-12-11T10:48:47.110347+00:00,Ambulance,AREA_032,48,671,59,1.0,1
2025-12-12T21:24:47.110347+00:00,Ambulance,AREA_000,25,140,37,1.0,1
2025-11-19T06:59:47.110347+00:00,National Guard,AREA_004,21,300,98,1.0,1
2025-12-02T05:15:47.110347+00:00,Narcotics Control,AREA_026,150,573,39,0.639,0
2025-12-09T11:09:47.110347+00:00,General Investigation,AREA_009,78,301,113,1.0,1
2025-12-10T21:13:47.110347+00:00,Narcotics Control,AREA_017,44,1120,65,0.543,0
2025-12-12T08:54:47.110347+00:00,National Guard,AREA_040,81,981,44,0.542,0
2025-11-13T22:46:47.110347+00:00,General Investigation,AREA_005,158,933,11,0.24,0
2025-11-27T19:09:47.110347+00:00,Narcotics Control,AREA_019,53,743,83,1.0,1
2025-11-18T02:48:47.110347+00:00,Narcotics Control,AREA_047,32,1047,85,1.0,1
2025-11-28T22:21:47.110347+00:00,General Investigation,AREA_001,112,488,108,1.0,1
2025-11-19T15:15:47.110347+00:00,Narcotics Control,AREA_056,68,334,86,1.0,1
2025-11-17T17:20:47.110347+00:00,Narcotics Control,AREA_040,140,903,82,0.993,1
2025-12-10T09:11:47.110347+00:00,Civil Defense,AREA_053,122,62,113,1.0,1
2025-11-29T00:43:47.110347+00:00,Narcotics Control,AREA_026,30,123,85,1.0,1
2025-11-22T20:10:47.110347+00:00,Police,AREA_052,77,236,114,1.0,1
2025-11-24T23:27:47.110347+00:00,General Investigation,AREA_057,134,1172,34,0.517,0
2025-12-01T01:51:47.110347+00:00,Narcotics Control,AREA_024,131,593,25,0.395,0
2025-11-27T05:35:47.110347+00:00,Police,AREA_008,24,620,107,1.0,1
2025-12-06T13:54:47.110347+00:00,General Investigation,AREA_027,21,1029,25,0.341,0
2025-12-01T03:15:47.110347+00:00,Ambulance,AREA_041,96,122,95,1.0,1
2025-12-03T16:46:47.110347+00:00,Police,AREA_022,49,753,107,1.0,1
2025-12-06T07:37:47.110347+00:00,General Investigation,AREA_003,118,625,87,1.0,1
2025-12-12T06:52:47.110347+00:00,Police,AREA_044,153,430,44,0.968,1
2025-12-02T08:07:47.110347+00:00,Narcotics Control,AREA_021,87,1131,31,0.284,0
2025-11-18T18:13:47.110347+00:00,Ambulance,AREA_027,60,299,56,1.0,1
2025-11-24T08:34:47.110347+00:00,General Investigation,AREA_043,49,774,24,0.752,0
2025-11-20T11:51:47.110347+00:00,National Guard,AREA_016,101,487,62,1.0,1
2025-11-25T12:48:47.110347+00:00,General Investigation,AREA_000,35,691,59,1.0,1
2025-11-28T22:34:47.110347+00:00,National Guard,AREA_003,104,660,80,1.0,1
2025-12-08T12:06:47.110347+00:00,Civil Defense,AREA_035,109,375,82,1.0,1
2025-11-13T23:21:47.110347+00:00,Narcotics Control,AREA_024,50,1055,89,1.0,1
2025-12-09T20:23:47.110347+00:00,Police,AREA_008,88,552,100,1.0,1
2025-11-29T07:29:47.110347+00:00,National Guard,AREA_022,125,513,45,0.876,1
2025-11-14T00:10:47.110347+00:00,National Guard,AREA_019,28,195,4,0.392,0
2025-12-09T13:57:47.110347+00:00,Police,AREA_007,58,224,70,1.0,1
2025-11-18T09:32:47.110347+00:00,Narcotics Control,AREA_002,116,764,85,1.0,1
2025-12-02T15:44:47.110347+00:00,National Guard,AREA_033,83,1058,111,1.0,1
2025-12-05T11:14:47.110347+00:00,Ambulance,AREA_000,98,304,81,1.0,1
2025-11-27T02:38:47.110347+00:00,Police,AREA_052,28,934,96,1.0,1
2025-11-28T15:22:47.110347+00:00,Police,AREA_033,147,278,97,1.0,1
2025-11-21T16:42:47.110347+00:00,General Investigation,AREA_039,73,465,16,0.618,0
2025-12-13T09:18:47.110347+00:00,National Guard,AREA_007,11,354,15,0.559,0
2025-11-23T02:33:47.110347+00:00,Narcotics Control,AREA_008,15,1122,12,0.54,0
2025-12-08T02:12:47.110347+00:00,General Investigation,AREA_011,73,782,86,1.0,1
2025-11-21T23:14:47.110347+00:00,National Guard,AREA_045,104,878,98,1.0,1
2025-12-09T19:01:47.110347+00:00,Narcotics Control,AREA_016,40,1120,75,0.836,0
2025-12-07T11:21:47.110347+00:00,Narcotics Control,AREA_016,56,661,11,0.367,0
2025-12-11T18:12:47.110347+00:00,Civil Defense,AREA_037,117,241,44,1.0,1
2025-11-20T09:14:47.110347+00:00,General Investigation,AREA_039,69,813,51,1.0,1
2025-12-11T08:04:47.110347+00:00,Police,AREA_047,135,338,87,1.0,1
2025-11-19T05:16:47.110347+00:00,General Investigation,AREA_000,176,171,60,1.0,1
2025-11-29T02:21:47.110347+00:00,Narcotics Control,AREA_000,82,133,85,1.0,1
2025-11-24T07:12:47.110347+00:00,Civil Defense,AREA_043,108,326,40,1.0,1
2025-12-06T19:03:47.110347+00:00,National Guard,AREA_008,63,1027,57,0.868,1
2025-11-30T23:01:47.110347+00:00,Civil Defense,AREA_030,44,1026,70,0.969,1
2025-12-13T00:53:47.110347+00:00,National Guard,AREA_049,97,564,29,0.733,0
2025-11-15T18:39:47.110347+00:00,Civil Defense,AREA_057,42,40,67,1.0,1
2025-11-20T04:56:47.110347+00:00,Ambulance,AREA_037,145,1090,2,0.302,0
2025-11-28T14:37:47.110347+00:00,Ambulance,AREA_026,125,63,63,1.0,1
2025-11-29T18:13:47.110347+00:00,Police,AREA_047,94,903,63,0.826,0
2025-11-26T08:52:47.110347+00:00,National Guard,AREA_028,170,216,78,1.0,1
2025-11-29T22:36:47.110347+00:00,Civil Defense,AREA_010,16,330,101,1.0,1
2025-11-20T15:25:47.110347+00:00,Police,AREA_001,70,445,89,1.0,1
2025-12-02T20:24:47.110347+00:00,Police,AREA_038,39,222,97,1.0,1
2025-12-10T04:38:47.110347+00:00,National Guard,AREA_003,162,350,78,1.0,1
2025-11-18T20:52:47.110347+00:00,Police,AREA_006,55,168,23,1.0,1
2025-11-22T12:14:47.110347+00:00,General Investigation,AREA_033,83,750,11,0.315,0
2025-12-08T11:42:47.110347+00:00,Narcotics Control,AREA_007,171,572,60,1.0,1
2025-12-12T05:35:47.110347+00:00,Narcotics Control,AREA_042,136,795,17,0.279,0
2025-11-29T00:03:47.110347+00:00,Civil Defense,AREA_048,132,373,113,1.0,1
2025-11-16T06:04:47.110347+00:00,Police,AREA_008,82,238,83,1.0,1
2025-11-15T02:29:47.110347+00:00,Narcotics Control,AREA_020,102,659,98,1.0,1
2025-11-28T21:20:47.110347+00:00,Narcotics Control,AREA_018,53,1137,65,1.0,1
2025-11-13T20:59:47.110347+00:00,Civil Defense,AREA_033,103,715,15,0.389,0
2025-12-10T03:50:47.110347+00:00,Police,AREA_055,41,1037,24,0.301,0
2025-12-09T01:42:47.110347+00:00,Police,AREA_032,135,77,66,1.0,1
2025-11-18T15:18:47.110347+00:00,Civil Defense,AREA_057,35,253,6,0.506,0
2025-12-13T08:50:47.110347+00:00,National Guard,AREA_012,26,340,21,0.885,1
2025-11-29T08:20:47.110347+00:00,General Investigation,AREA_032,62,183,58,1.0,1
2025-11-16T22:59:47.110347+00:00,Police,AREA_010,145,1113,17,0.044,0
2025-11-28T09:57:47.110347+00:00,Police,AREA_038,82,793,65,1.0,1
2025-11-14T13:55:47.110347+00:00,National Guard,AREA_000,119,241,10,0.546,0
2025-11-16T13:34:47.110347+00:00,Police,AREA_042,45,710,42,0.777,0
2025-11-25T10:46:47.110347+00:00,Police,AREA_044,113,1049,27,0.38,0
2025-12-01T03:44:47.110347+00:00,Ambulance,AREA_019,21,1058,45,0.893,1
2025-11-23T09:00:47.110347+00:00,Ambulance,AREA_030,124,184,37,1.0,1
2025-11-17T13:18:47.110347+00:00,Ambulance,AREA_030,11,914,17,0.402,0
2025-11-24T02:02:47.110347+00:00,Narcotics Control,AREA_031,168,817,9,0.162,0
2025-12-02T05:28:47.110347+00:00,General Investigation,AREA_023,80,1189,88,0.773,0
2025-11-26T07:22:47.110347+00:00,General Investigation,AREA_012,69,795,63,0.922,1
2025-11-24T01:49:47.110347+00:00,General Investigation,AREA_033,149,726,86,1.0,1
2025-11-18T22:41:47.110347+00:00,Narcotics Control,AREA_012,38,297,111,1.0,1
2025-11-22T20:24:47.110347+00:00,Ambulance,AREA_026,157,635,86,1.0,1
2025-12-03T09:03:47.110347+00:00,Narcotics Control,AREA_031,158,42,56,1.0,1
2025-12-01T10:58:47.110347+00:00,Narcotics Control,AREA_051,59,51,45,1.0,1
2025-11-14T10:18:47.110347+00:00,Civil Defense,AREA_005,145,294,9,0.499,0
2025-11-26T18:30:47.110347+00:00,Civil Defense,AREA_045,40,453,55,1.0,1
2025-11-15T21:10:47.110347+00:00,Ambulance,AREA_023,129,210,38,1.0,1
2025-12-11T16:57:47.110347+00:00,Civil Defense,AREA_055,150,270,119,1.0,1
2025-12-08T21:56:47.110347+00:00,Narcotics Control,AREA_035,177,646,20,0.542,0
2025-11-19T02:00:47.110347+00:00,Police,AREA_000,175,687,86,1.0,1
2025-11-26T19:37:47.110347+00:00,General Investigation,AREA_003,120,794,118,1.0,1
2025-11-25T18:25:47.110347+00:00,Civil Defense,AREA_009,140,819,97,1.0,1
2025-11-24T11:32:47.110347+00:00,Ambulance,AREA_052,138,617,14,0.229,0
2025-12-10T04:16:47.110347+00:00,Narcotics Control,AREA_031,168,1182,70,0.937,1
2025-12-03T16:37:47.110347+00:00,National Guard,AREA_047,78,1092,111,1.0,1
