unit_id,skill_name,proficiency_level,years_experience,incidents_handled_count,success_rate
U001714,crowd_control,5,13.5,165,0.67
U033500,triage,4,8.25,357,0.441
U031028,negotiation,5,7.43,175,0.886
U039012,triage,2,0.92,134,0.77
U009097,fire_response,4,13.39,395,0.713
U045940,traffic_control,4,14.0,326,0.648
U046503,hostage,4,8.19,366,0.658
U043363,crowd_control,3,1.96,395,0.905
U021612,tactical,1,3.97,59,0.738
U036901,rescue,4,2.45,109,0.825
U023478,drug_raid,4,10.49,174,0.649
U005400,negotiation,2,14.61,122,0.623
U000721,crowd_control,5,4.57,126,0.766
U016079,triage,1,7.86,251,0.703
U008450,drug_raid,3,6.92,265,0.385
U046116,tactical,5,1.91,10,0.663
U037552,tactical,4,0.81,77,0.821
U017454,investigation,5,13.14,289,0.927
U045874,fire_response,1,14.52,59,0.851
U001735,negotiation,2,6.16,226,0.832
U015113,tactical,1,8.06,173,0.894
U018883,medical_emergency,3,5.71,362,0.671
U043145,tactical,3,6.16,255,0.672
U014562,fire_response,3,4.01,194,0.908
U028526,triage,5,11.98,243,0.976
U048350,drug_raid,2,10.98,142,0.658
U041588,medical_emergency,4,2.02,130,0.781
U033438,crowd_control,1,7.41,26,0.832
U003561,tactical,4,6.64,244,0.525
U005798,triage,5,3.28,32,0.859
U027501,medical_emergency,4,1.67,32,1.0
U015235,traffic_control,1,11.54,154,1.0
U044526,crowd_control,5,0.72,166,0.751
U010886,triage,1,3.58,290,0.806
U002260,rescue,1,5.56,80,0.765
U035536,drug_raid,4,5.26,298,0.919
U039925,triage,1,11.96,329,0.526
U015958,tactical,4,11.1,183,0.61
U001008,tactical,2,12.89,105,0.567
U020074,medical_emergency,4,1.91,42,0.889
U002629,rescue,4,14.19,315,0.895
U026038,fire_response,1,6.05,176,0.705
U026170,fire_response,1,5.83,357,0.537
U028860,triage,4,6.25,174,0.579
U014524,medical_emergency,3,11.45,252,0.685
U025954,weapons,1,5.32,152,0.766
U040512,rescue,2,8.85,319,0.747
U048528,tactical,1,1.5,141,0.961
U005824,negotiation,5,10.38,350,0.741
U042526,negotiation,4,8.91,284,0.671
U027327,traffic_control,4,3.53,385,0.761
U049339,rescue,5,9.14,128,0.94
U018398,rescue,2,7.67,335,0.93
U026935,traffic_control,5,14.56,324,1.0
U006992,weapons,2,9.01,2,1.0
U047673,crowd_control,2,0.57,267,0.551
U046101,weapons,1,12.62,30,1.0
U037894,medical_emergency,1,12.72,209,0.728
U043254,negotiation,3,14.33,248,0.675
U000954,rescue,1,11.39,34,0.686
U024706,rescue,2,1.85,72,0.608
U020244,triage,1,5.07,375,0.708
U032216,rescue,5,7.52,301,0.715
U029562,hostage,2,3.94,68,0.876
U029412,weapons,2,6.99,71,0.739
U034638,drug_raid,5,10.95,301,0.917
U015213,triage,3,2.57,112,0.964
U000477,investigation,2,8.96,112,0.953
U021883,triage,4,2.31,43,0.86
U016414,weapons,3,12.54,245,0.826
U015077,hostage,2,2.13,352,0.851
U033471,negotiation,4,10.99,346,1.0
U003523,tactical,3,0.19,332,0.964
U027753,negotiation,4,0.66,196,0.844
U046484,investigation,2,1.89,183,1.0
U018502,rescue,2,12.36,163,0.925
U026800,medical_emergency,1,0.39,96,1.0
U028765,traffic_control,4,10.2,189,0.805
U042932,weapons,3,12.08,148,0.824
U036444,weapons,3,5.95,374,0.867
U041733,tactical,2,4.83,83,0.718
U027105,triage,3,8.95,258,0.728
U020321,hostage,3,0.2,13,0.612
U007515,crowd_control,1,3.58,80,0.325
U015296,investigation,2,7.12,95,0.859
U047468,drug_raid,2,14.9,184,0.648
U006389,rescue,2,1.25,18,0.9
U037555,tactical,3,4.01,359,0.685
U012172,hostage,2,11.13,238,0.58
U041221,rescue,2,0.47,342,0.807
U010605,triage,5,14.94,172,0.673
U046819,traffic_control,1,9.73,97,0.699
U036007,investigation,4,8.18,177,0.523
U018002,investigation,3,7.38,356,0.746
U014071,tactical,4,2.71,233,0.745
U024385,traffic_control,3,1.34,235,0.654
U035228,medical_emergency,2,8.83,15,0.613
U044997,weapons,3,5.22,373,0.576
U016222,triage,2,2.56,351,0.687
U014499,tactical,1,12.05,274,0.698
U014812,rescue,2,2.0,382,0.677
U045011,negotiation,3,8.02,110,0.635
U004177,hostage,2,7.75,108,0.779
U007858,investigation,5,5.75,170,0.824
U034736,tactical,1,14.85,201,0.585
U032577,fire_response,2,13.0,218,0.575
U001992,tactical,4,11.77,103,0.619
U028151,triage,2,4.87,178,0.885
U032820,hostage,3,12.96,365,0.849
U037324,fire_response,5,1.85,188,1.0
U014421,triage,1,7.22,171,0.737
U002928,fire_response,2,11.07,368,0.737
U037322,medical_emergency,2,5.41,195,0.721
U032299,medical_emergency,1,9.1,95,0.662
U041048,investigation,4,8.89,50,0.599
U023849,tactical,2,8.48,399,0.613
U042330,rescue,5,0.95,157,0.609
U001055,triage,2,5.92,257,0.815
U044892,negotiation,5,3.95,236,0.596
U006291,triage,3,3.34,386,0.654
U031803,weapons,1,9.57,29,0.654
U031804,medical_emergency,4,4.53,336,0.724
U019632,drug_raid,2,14.69,215,0.717
U016897,tactical,3,2.05,63,0.755
U047950,hostage,3,11.61,380,0.625
U023526,drug_raid,4,8.28,379,0.886
U000573,investigation,1,8.09,128,0.454
U029788,triage,2,0.98,246,0.835
U006959,tactical,3,4.35,342,0.879
U039081,fire_response,2,12.55,58,0.77
U037511,medical_emergency,2,0.63,0,1.0
U002610,investigation,5,11.4,39,0.656
U007461,weapons,2,0.62,215,0.915
U013460,fire_response,5,3.11,161,0.641
U046601,investigation,3,10.5,179,0.687
U037845,negotiation,2,8.12,303,0.874
U044015,triage,1,11.05,163,0.82
U047356,hostage,2,3.06,166,0.662
U014690,drug_raid,5,0.94,157,0.538
U014765,investigation,4,12.41,190,0.896
U041111,medical_emergency,2,4.6,84,0.905
U039290,tactical,2,3.58,371,0.664
U035952,weapons,2,4.17,20,0.781
U006002,hostage,4,3.18,236,0.605
U006466,fire_response,2,13.85,153,0.957
U029034,fire_response,5,5.32,114,0.74
U021819,triage,4,8.34,374,0.74
U023743,weapons,5,13.51,391,0.816
U039421,hostage,1,10.22,372,0.83
U046416,rescue,4,10.75,342,0.69
U038188,rescue,2,1.45,236,0.722
U042298,rescue,3,3.42,166,0.862
U033775,triage,5,10.13,209,0.773
U003400,tactical,5,0.78,9,0.591
U039397,weapons,3,0.36,136,0.594
U010400,weapons,4,11.15,278,0.766
U019350,weapons,4,10.85,391,0.804
U008740,triage,1,6.58,6,0.824
U016060,tactical,1,10.62,231,0.814
U035880,drug_raid,4,3.2,247,1.0
U044595,rescue,2,2.62,88,0.619
U035528,investigation,1,11.44,291,0.842
U002012,weapons,5,0.54,353,0.711
U013418,fire_response,4,3.81,125,0.834
U044979,medical_emergency,3,7.79,315,0.707
U019316,weapons,3,0.12,13,0.723
U021523,negotiation,3,10.49,137,0.716
U013967,fire_response,5,5.99,79,0.654
U008467,medical_emergency,1,3.06,9,0.968
U038446,triage,2,13.84,293,0.775
U031636,traffic_control,4,2.75,289,0.736
U044303,traffic_control,2,14.81,157,0.809
U036038,weapons,3,5.86,272,0.796
U035995,tactical,1,11.87,31,0.866
U005677,fire_response,5,0.7,268,0.773
U016124,traffic_control,1,8.13,58,0.688
U010009,hostage,5,11.5,210,0.552
U015944,crowd_control,3,4.55,300,0.831
U039210,negotiation,3,11.98,104,0.853
U044823,rescue,1,7.81,222,1.0
U009244,medical_emergency,1,9.1,83,0.545
U040050,investigation,1,7.33,60,0.714
U002564,crowd_control,4,14.4,229,0.89
U023845,crowd_control,2,9.38,244,0.436
U025363,fire_response,2,5.72,284,0.864
U001968,investigation,4,0.17,132,0.735
U049817,drug_raid,5,12.57,264,0.83
U028758,tactical,5,4.86,375,0.644
U039633,traffic_control,3,0.22,161,0.721
U040404,drug_raid,2,10.68,221,0.639
U017381,traffic_control,3,9.37,263,1.0
U031505,fire_response,3,7.43,221,0.972
U019532,tactical,5,10.07,160,0.735
U002787,hostage,3,0.63,295,0.777
U017047,traffic_control,1,4.37,295,0.829
U004815,negotiation,4,8.12,146,0.757
U004518,crowd_control,1,13.33,84,0.651
U014275,medical_emergency,3,5.2,355,0.881
U022948,hostage,4,0.69,58,0.793
U021518,negotiation,5,13.41,226,0.808
U025259,medical_emergency,1,5.47,137,0.815
U004746,investigation,4,8.45,71,0.865
U020438,triage,5,7.13,394,0.529
U023957,hostage,3,11.91,314,0.618
U045049,triage,3,8.08,237,0.825
U010364,medical_emergency,5,13.89,162,0.688
U030433,fire_response,2,13.49,302,0.822
U015473,crowd_control,4,8.84,216,0.798
U020756,hostage,1,6.71,380,0.612
U042278,triage,1,8.55,182,0.64
U027605,hostage,5,11.66,27,0.887
U018566,medical_emergency,2,9.88,313,0.57
U028204,weapons,5,9.52,251,0.588
U041730,investigation,5,8.61,210,0.691
U041746,weapons,2,8.59,349,0.676
U026511,triage,2,8.76,112,0.788
U015742,medical_emergency,2,6.14,363,0.723
U019944,crowd_control,2,2.76,363,0.713
U008107,weapons,2,0.79,163,0.722
U006746,tactical,2,2.91,228,0.794
U038190,hostage,4,8.7,63,0.589
U032337,investigation,2,5.44,114,0.675
U020598,drug_raid,2,11.69,185,0.686
U018634,negotiation,3,5.47,320,0.883
U012177,investigation,4,0.89,353,0.863
U029476,investigation,1,3.5,162,0.444
U028592,tactical,5,11.13,320,1.0
U007505,drug_raid,2,3.76,113,0.529
U031121,traffic_control,2,6.54,277,0.904
U008314,medical_emergency,5,8.13,197,0.814
U026348,traffic_control,4,9.55,119,0.52
U001079,investigation,4,7.83,50,0.418
U006705,fire_response,1,7.35,390,0.736
U036404,medical_emergency,1,13.13,251,0.794
U019242,crowd_control,1,14.47,103,0.584
U008619,hostage,5,10.85,46,0.83
U025936,negotiation,4,5.39,129,0.853
U010609,negotiation,5,2.03,317,0.985
U014640,crowd_control,5,6.15,308,0.844
U012524,triage,5,5.21,263,1.0
U049211,negotiation,5,0.58,383,0.704
U005147,negotiation,3,5.17,163,0.872
U034019,hostage,1,14.53,70,0.893
U028934,fire_response,4,14.23,88,0.673
U043483,drug_raid,4,9.08,264,0.815
U031509,negotiation,2,9.84,307,0.593
U011485,investigation,2,4.4,264,0.716
U007027,hostage,2,11.86,363,0.904
U015617,drug_raid,1,1.37,360,0.849
U043054,rescue,1,6.99,296,0.628
U031164,negotiation,3,8.8,381,0.659
U036403,drug_raid,5,4.71,303,1.0
U033679,triage,1,8.63,268,0.71
U043615,medical_emergency,1,11.17,236,0.63
U025141,investigation,5,5.02,88,0.907
U040410,drug_raid,5,0.22,111,1.0
U018416,weapons,5,13.1,115,0.542
U044058,tactical,3,6.55,71,0.638
U039340,rescue,5,0.72,236,0.887
U022141,weapons,2,0.79,208,0.378
U007841,traffic_control,2,8.46,102,0.687
U042398,drug_raid,1,14.73,153,0.632
U015789,drug_raid,4,9.44,120,0.724
U017376,tactical,3,8.75,92,0.716
U029337,drug_raid,5,12.79,150,1.0
U001588,medical_emergency,4,3.43,263,0.925
U048703,weapons,2,8.33,293,0.827
U006673,weapons,2,12.73,206,0.676
U000567,tactical,5,10.07,345,0.98
U017560,medical_emergency,5,9.91,143,0.905
U009823,tactical,2,10.76,342,0.51
U041170,traffic_control,2,4.63,374,0.57
U016315,rescue,2,0.33,188,0.821
U011061,medical_emergency,4,6.59,171,0.957
U025198,medical_emergency,3,12.48,121,0.566
U034498,crowd_control,2,10.73,265,0.585
U039477,tactical,2,14.9,56,0.902
U038914,weapons,2,14.8,298,0.843
U001009,hostage,1,3.56,161,0.563
U020586,hostage,5,0.47,272,0.644
U000178,traffic_control,3,8.67,312,0.78
U042786,weapons,4,14.74,250,0.695
U005067,tactical,3,2.45,129,0.757
U023189,drug_raid,5,5.45,17,0.701
U021082,traffic_control,4,1.19,341,0.826
U018201,triage,3,2.45,312,0.81
U036081,crowd_control,1,1.18,44,0.611
U031325,investigation,4,4.36,277,0.532
U012823,triage,4,3.18,178,0.745
U047466,investigation,5,11.09,254,0.764
U041666,hostage,1,10.74,246,0.586
U037487,hostage,1,1.15,212,0.561
U048488,medical_emergency,2,7.12,382,0.625
U037671,fire_response,1,2.25,110,0.8
U020392,crowd_control,1,0.86,10,0.662
U043750,crowd_control,2,2.03,267,0.621
U023322,investigation,5,4.05,228,1.0
U035704,triage,2,10.86,244,0.684
U045476,medical_emergency,3,4.54,316,1.0
U036487,medical_emergency,2,1.95,225,0.623
U003623,crowd_control,4,0.36,356,0.816
U024413,drug_raid,4,9.71,321,0.747
U015044,medical_emergency,4,12.86,399,0.906
U002117,negotiation,5,8.92,189,0.61
U000661,negotiation,4,7.38,195,0.881
U039467,medical_emergency,1,3.32,332,0.826
U021308,fire_response,1,10.5,298,0.832
U045741,medical_emergency,1,10.43,399,0.722
U004723,traffic_control,1,10.01,317,0.775
U032686,drug_raid,5,12.26,230,0.951
U009271,investigation,5,3.03,13,0.786
U020412,traffic_control,4,12.61,359,0.625
U000120,crowd_control,3,1.19,390,0.642
U027404,negotiation,2,0.89,43,0.675
U019279,crowd_control,2,3.24,382,0.767
U042585,traffic_control,1,5.08,368,0.905
U015717,negotiation,2,4.32,81,0.975
U030318,crowd_control,2,9.04,249,0.721
U023192,drug_raid,4,10.31,27,0.807
U000312,weapons,5,11.45,207,0.861
U010869,investigation,3,1.09,391,0.841
U005680,medical_emergency,4,11.86,76,0.87
U024195,triage,1,10.25,264,0.731
U019615,fire_response,4,12.93,328,0.546
U044450,investigation,4,7.4,79,1.0
U036581,weapons,5,6.03,328,0.893
U024720,medical_emergency,3,6.24,16,0.656
U044986,investigation,4,11.46,106,0.885
U017888,negotiation,2,11.78,102,0.405
U014322,traffic_control,3,1.98,0,0.73
U000835,negotiation,3,10.81,46,0.798
U042836,fire_response,2,8.16,241,0.919
U038368,traffic_control,1,4.9,340,0.693
U034402,medical_emergency,2,13.98,354,0.472
U016002,medical_emergency,5,0.8,115,0.5
U035277,triage,4,6.78,22,0.523
U043145,crowd_control,5,13.23,285,0.892
U016279,drug_raid,3,10.86,361,0.62
U014540,fire_response,1,5.71,308,0.714
U031710,fire_response,1,14.39,98,0.655
U026846,tactical,3,3.69,117,0.956
U027312,investigation,5,1.41,294,0.902
U009989,fire_response,3,5.87,134,0.792
U015370,negotiation,5,7.48,275,0.687
U033358,hostage,1,12.38,105,0.963
U016394,fire_response,2,5.27,396,0.515
U001756,weapons,4,9.21,36,0.738
U033283,rescue,2,7.35,205,0.449
U006166,negotiation,5,5.08,250,0.703
U033182,crowd_control,3,3.02,218,0.918
U035268,medical_emergency,1,4.75,20,0.881
U040083,hostage,2,2.63,354,0.885
U039628,weapons,4,13.18,365,0.748
U049014,drug_raid,3,2.93,222,0.71
U041188,rescue,2,5.02,184,0.915
U017959,fire_response,3,10.24,23,0.671
U015091,negotiation,4,0.81,145,0.854
U014228,drug_raid,5,3.32,40,0.971
U010610,investigation,3,11.33,296,0.45
U046649,triage,2,4.32,137,0.655
U035228,weapons,4,3.54,166,0.882
U017703,traffic_control,5,3.02,145,0.628
U042119,triage,5,8.28,100,0.754
U033418,rescue,3,6.45,294,0.567
U042098,traffic_control,5,0.9,288,0.894
U000656,hostage,4,11.23,182,0.807
U040783,medical_emergency,4,14.02,380,0.645
U004222,medical_emergency,1,7.58,211,0.809
U008804,drug_raid,4,1.42,173,0.645
U008724,triage,4,10.36,210,0.547
U039743,tactical,3,14.16,205,0.855
U008238,hostage,1,14.56,143,0.65
U008917,negotiation,2,2.26,381,0.673
U012746,fire_response,1,13.49,282,0.701
U043608,medical_emergency,4,11.38,301,1.0
U049468,fire_response,4,8.56,271,0.849
U018043,traffic_control,3,2.58,225,0.733
U047888,rescue,3,8.8,7,0.648
U009084,investigation,5,11.62,245,0.858
U015288,rescue,4,3.93,175,1.0
U005418,investigation,5,11.77,382,0.818
U031932,fire_response,2,6.69,138,0.811
U040922,fire_response,5,6.04,238,0.759
U011535,traffic_control,3,3.03,25,0.684
U014456,fire_response,1,4.69,207,0.601
U002037,tactical,5,4.34,354,0.817
U000577,crowd_control,1,13.77,327,0.917
U035171,hostage,4,1.62,323,0.789
U026649,traffic_control,1,4.96,235,1.0
U037106,investigation,2,13.29,142,0.684
U023974,fire_response,2,10.59,55,0.81
U047885,rescue,1,11.2,26,0.587
U035739,negotiation,2,0.98,339,0.631
U044602,fire_response,4,1.25,132,0.726
U018636,traffic_control,1,8.33,63,0.776
U049567,medical_emergency,5,9.28,304,0.682
U034112,weapons,1,4.86,77,0.839
U006721,weapons,1,3.03,185,0.937
U048137,medical_emergency,4,8.03,314,0.975
U008509,investigation,1,9.58,357,1.0
U006976,fire_response,5,8.68,21,0.908
U043560,investigation,1,13.45,222,0.731
U011582,investigation,4,13.39,153,0.937
U016929,medical_emergency,5,11.29,143,0.667
U035888,medical_emergency,1,10.77,142,0.763
U007948,tactical,2,6.83,381,0.796
U001872,triage,2,12.53,17,0.807
U039737,triage,2,1.93,204,0.53
U017042,investigation,1,13.92,195,0.656
U028345,triage,2,11.41,193,0.762
U030326,rescue,2,12.49,195,0.916
U003383,negotiation,2,0.02,98,0.621
U035718,weapons,1,13.76,324,0.619
U046296,rescue,3,9.91,324,0.811
U002999,hostage,2,6.77,316,0.923
U039601,traffic_control,2,10.78,100,0.893
U013163,investigation,1,8.82,139,0.74
U022259,drug_raid,2,5.7,75,0.832
U008524,drug_raid,1,1.85,261,0.702
U049404,triage,4,7.84,245,0.896
U011040,medical_emergency,4,6.88,231,0.774
U009925,investigation,3,1.71,213,0.924
U012554,weapons,4,0.6,258,0.775
U000399,negotiation,1,1.4,195,0.547
U024472,crowd_control,3,9.37,390,0.539
U010664,weapons,1,2.52,115,0.699
U044448,crowd_control,2,12.51,61,0.734
U036295,crowd_control,3,12.88,48,0.799
U040127,fire_response,1,10.44,13,0.771
U028405,drug_raid,3,12.13,357,0.613
U028721,weapons,2,1.64,17,0.569
U001905,hostage,1,4.01,132,0.724
U005631,weapons,3,4.7,269,0.924
U038397,tactical,5,9.51,174,0.761
U004835,weapons,1,4.91,323,0.907
U017342,medical_emergency,4,11.97,211,0.619
U008851,tactical,2,5.29,384,0.63
U001574,medical_emergency,3,0.07,304,0.814
U007945,hostage,3,5.11,399,0.734
U041259,weapons,3,13.5,252,0.676
U008732,crowd_control,2,7.88,366,0.508
U030334,hostage,3,2.41,373,0.922
U039318,negotiation,1,3.75,255,0.819
U000638,investigation,4,9.99,368,0.632
U001648,fire_response,3,11.06,133,0.474
U049518,weapons,2,0.62,62,0.668
U024867,fire_response,2,12.0,46,0.76
U016023,tactical,4,4.71,69,0.985
U037438,tactical,4,2.15,370,0.786
U024155,weapons,3,9.74,348,0.84
U015688,traffic_control,5,6.41,397,0.827
U015703,crowd_control,5,5.6,381,0.851
U031242,weapons,1,7.19,46,0.954
U009347,triage,3,5.57,99,0.598
U033013,hostage,4,10.25,270,1.0
U045975,weapons,3,6.19,229,0.822
U014037,negotiation,5,9.08,72,0.819
U032126,medical_emergency,3,6.3,260,0.631
U034493,crowd_control,1,1.08,44,0.701
U010297,traffic_control,2,1.23,399,0.754
U019389,weapons,5,1.01,44,0.732
U017741,rescue,1,11.59,381,0.694
U004281,tactical,2,7.65,4,0.812
U048931,drug_raid,5,3.64,81,0.996
U008229,medical_emergency,3,2.44,366,0.686
U045484,traffic_control,3,7.61,156,0.591
U044740,negotiation,3,7.34,323,0.66
U042786,investigation,2,0.78,8,0.472
U026559,fire_response,4,11.4,85,0.724
U008963,tactical,3,0.81,93,0.815
U000442,tactical,3,6.02,200,0.773
U040236,rescue,1,6.46,10,0.764
U011799,crowd_control,5,12.11,209,0.656
U010239,investigation,4,11.07,25,1.0
U012067,drug_raid,1,9.82,331,0.804
U016371,fire_response,5,3.81,49,0.725
U036189,negotiation,2,4.25,181,0.664
U035782,investigation,1,3.77,87,0.889
U016531,hostage,5,10.14,346,0.624
U022789,hostage,3,3.44,76,0.48
U041230,traffic_control,5,10.19,384,0.787
U008717,investigation,1,12.75,50,1.0
U022850,fire_response,4,8.38,372,0.857
U021614,rescue,1,3.02,102,0.91
U044769,crowd_control,5,11.44,99,0.725
U005447,negotiation,1,3.61,247,0.654
U049524,fire_response,1,14.88,297,0.792
U027585,rescue,1,12.39,209,0.796
U000360,drug_raid,2,3.57,86,0.706
U025292,weapons,1,9.67,248,0.907
U003734,traffic_control,3,7.63,12,0.662
U032993,investigation,3,10.67,86,0.703
U020412,weapons,2,1.75,385,0.716
U001633,medical_emergency,3,4.65,73,0.571
U003419,medical_emergency,2,1.95,322,0.905
U036411,drug_raid,5,9.75,254,0.725
U044291,tactical,1,3.1,382,0.484
U035046,fire_response,1,9.69,301,0.8
U039898,investigation,1,12.49,5,0.674
U003540,medical_emergency,4,0.02,56,0.62
U044189,crowd_control,4,12.7,90,0.735
U040641,hostage,4,5.03,147,0.807
U025731,traffic_control,4,5.33,7,0.688
U021616,negotiation,1,11.65,111,1.0
U017231,rescue,1,13.72,118,0.976
U045194,tactical,4,10.92,372,0.695
U013089,investigation,4,3.07,73,0.435
U038720,rescue,5,0.13,227,0.602
U033571,tactical,4,14.91,369,0.753
U016767,rescue,2,3.46,231,0.998
U042044,rescue,2,2.34,258,0.658
U047753,triage,2,0.03,60,0.486
U014334,triage,4,5.83,275,0.684
U032246,fire_response,3,10.18,336,0.942
U001084,investigation,2,2.43,222,0.838
U012760,hostage,5,4.69,96,0.883
U018329,triage,2,2.9,227,0.876
U038060,tactical,3,0.23,54,0.617
U039260,crowd_control,3,11.77,184,0.734
U009743,crowd_control,5,6.04,47,0.783
U013087,medical_emergency,5,0.16,335,0.829
U017474,drug_raid,5,12.83,160,0.873
U025733,crowd_control,1,8.51,250,0.902
U047430,negotiation,1,0.64,4,0.693
U030185,medical_emergency,1,0.75,284,0.648
U043656,fire_response,1,1.5,243,0.68
U041783,triage,3,1.46,41,0.913
U000619,crowd_control,4,3.44,4,0.761
U007490,weapons,3,1.17,270,0.664
U048455,investigation,1,6.53,164,0.81
U021574,fire_response,1,13.92,278,0.466
U035981,triage,2,5.68,282,0.637
U015438,investigation,5,0.42,372,0.89
U027247,rescue,3,14.51,241,0.485
U043374,negotiation,3,12.86,137,0.618
U003986,drug_raid,5,11.57,46,0.685
U030349,investigation,3,12.64,379,0.925
U037110,fire_response,1,0.04,302,0.675
U004214,fire_response,2,13.96,227,0.911
U015432,drug_raid,5,1.05,29,0.748
U043412,investigation,5,3.43,377,0.991
U031334,triage,5,5.44,80,1.0
U025948,weapons,3,6.96,87,0.662
U015002,drug_raid,2,5.09,301,0.624
U022911,fire_response,1,9.22,144,0.721
U011537,tactical,2,12.57,72,0.647
U016498,fire_response,5,5.6,383,0.502
U018017,crowd_control,2,0.2,76,0.647
U044367,tactical,4,4.01,4,0.887
U015678,hostage,1,8.18,197,0.897
U017411,negotiation,3,2.11,253,0.938
U013524,fire_response,1,5.51,396,0.927
U040510,weapons,5,11.48,175,0.912
U005143,drug_raid,4,7.96,238,0.612
U031198,hostage,5,0.98,346,0.79
U008965,negotiation,2,9.33,383,0.806
U001406,hostage,4,2.41,64,1.0
U018221,medical_emergency,4,6.5,333,0.591
U034415,rescue,3,2.4,387,0.564
U043721,negotiation,4,11.39,87,0.913
U036006,negotiation,5,11.52,41,0.652
U012307,triage,3,1.54,108,0.766
U047023,medical_emergency,5,13.39,119,0.904
U009410,negotiation,5,9.48,138,0.833
U004555,hostage,5,2.87,98,0.736
U026519,crowd_control,1,3.48,313,0.948
U037325,triage,5,12.08,97,0.734
U033986,negotiation,4,12.99,38,0.956
U000183,weapons,1,10.55,331,0.606
U034888,drug_raid,3,14.32,222,0.846
U018528,hostage,1,5.46,334,0.846
U018812,traffic_control,5,13.74,219,0.721
